attribute_filterable,attribute_repeated,attribute_selectable,attribute_sortable,attribute_field_description,attribute_category,attribute_data_type,attribute_name,attribute_type_url
True,False,True,True,Type of the age range.,ATTRIBUTE,ENUM,campaign_criterion.age_range.type,google.ads.googleads.v15.enums.AgeRangeTypeEnum.AgeRangeType
True,False,True,True,The modifier for the bids when the criterion matches. The modifier must be in the range: 0.1 - 10.0. Most targetable criteria types support modifiers. Use 0 to opt out of a Device type.,ATTRIBUTE,FLOAT,campaign_criterion.bid_modifier,N/A
True,False,True,False,Shared set resource name of the brand list.,ATTRIBUTE,RESOURCE_NAME,campaign_criterion.brand_list.shared_set,N/A
True,False,True,False,Immutable. The campaign to which the criterion belongs.,ATTRIBUTE,RESOURCE_NAME,campaign_criterion.campaign,N/A
True,False,True,False,The Carrier constant resource name.,ATTRIBUTE,RESOURCE_NAME,campaign_criterion.carrier.carrier_constant,N/A
True,False,True,True,The CombinedAudience resource name.,ATTRIBUTE,RESOURCE_NAME,campaign_criterion.combined_audience.combined_audience,N/A
True,False,True,True,"Content label type, required for CREATE operations.",ATTRIBUTE,ENUM,campaign_criterion.content_label.type,google.ads.googleads.v15.enums.ContentLabelTypeEnum.ContentLabelType
True,False,True,True,Output only. The ID of the criterion. This field is ignored during mutate.,ATTRIBUTE,INT64,campaign_criterion.criterion_id,N/A
True,False,True,True,The CustomInterest resource name.,ATTRIBUTE,RESOURCE_NAME,campaign_criterion.custom_affinity.custom_affinity,N/A
True,False,True,True,The CustomAudience resource name.,ATTRIBUTE,RESOURCE_NAME,campaign_criterion.custom_audience.custom_audience,N/A
True,False,True,False,Type of the device.,ATTRIBUTE,ENUM,campaign_criterion.device.type,google.ads.googleads.v15.enums.DeviceEnum.Device
True,False,True,True,Output only. The display name of the criterion. This field is ignored for mutates.,ATTRIBUTE,STRING,campaign_criterion.display_name,N/A
True,False,True,True,Type of the gender.,ATTRIBUTE,ENUM,campaign_criterion.gender.type,google.ads.googleads.v15.enums.GenderTypeEnum.GenderType
True,False,True,True,Type of the income range.,ATTRIBUTE,ENUM,campaign_criterion.income_range.type,google.ads.googleads.v15.enums.IncomeRangeTypeEnum.IncomeRangeType
True,False,True,True,The IP address of this IP block.,ATTRIBUTE,STRING,campaign_criterion.ip_block.ip_address,N/A
True,False,True,True,The match type of the keyword.,ATTRIBUTE,ENUM,campaign_criterion.keyword.match_type,google.ads.googleads.v15.enums.KeywordMatchTypeEnum.KeywordMatchType
True,False,True,False,Immutable. The asset set which is linked to the campaign.,ATTRIBUTE,RESOURCE_NAME,campaign_asset_set.asset_set,N/A
True,False,True,True,The text of the keyword (at most 80 characters and 10 words).,ATTRIBUTE,STRING,campaign_criterion.keyword.text,N/A
True,False,True,True,Free-form text to be matched to a Smart Campaign keyword theme constant on a best-effort basis.,ATTRIBUTE,STRING,campaign_criterion.keyword_theme.free_form_keyword_theme,N/A
True,False,True,False,Immutable. The campaign to which this asset set is linked.,ATTRIBUTE,RESOURCE_NAME,campaign_asset_set.campaign,N/A
True,False,True,False,Immutable. The resource name of the campaign asset set. Asset set asset resource names have the form: customers/{customer_id}/campaignAssetSets/{campaign_id}~{asset_set_id},ATTRIBUTE,RESOURCE_NAME,campaign_asset_set.resource_name,N/A
True,False,True,True,Output only. The status of the campaign asset set asset. Read-only.,ATTRIBUTE,ENUM,campaign_asset_set.status,google.ads.googleads.v15.enums.AssetSetLinkStatusEnum.AssetSetLinkStatus
True,False,True,False,Immutable. The base campaign to which the draft belongs.,ATTRIBUTE,RESOURCE_NAME,campaign_draft.base_campaign,N/A
True,False,True,False,The resource name of a Smart Campaign keyword theme constant. keywordThemeConstants/{keyword_theme_id}~{sub_keyword_theme_id},ATTRIBUTE,RESOURCE_NAME,campaign_criterion.keyword_theme.keyword_theme_constant,N/A
True,False,True,False,The language constant resource name.,ATTRIBUTE,RESOURCE_NAME,campaign_criterion.language.language_constant,N/A
True,False,True,True,Output only. Resource name of the Campaign that results from overlaying the draft changes onto the base campaign. This field is read-only.,ATTRIBUTE,RESOURCE_NAME,campaign_draft.draft_campaign,N/A
True,False,True,True,Output only. The ID of the draft. This field is read-only.,ATTRIBUTE,INT64,campaign_draft.draft_id,N/A
True,False,True,True,Output only. Whether there is an experiment based on this draft currently serving.,ATTRIBUTE,BOOLEAN,campaign_draft.has_experiment_running,N/A
False,True,True,False,Scope of the campaign criterion.,ATTRIBUTE,MESSAGE,campaign_criterion.listing_scope.dimensions,google.ads.googleads.v15.common.ListingDimensionInfo
True,False,False,False,String value of the activity country. The Geo Target Constant resource name.,ATTRIBUTE,RESOURCE_NAME,campaign_criterion.listing_scope.dimensions.activity_country.value,N/A
False,False,True,False,Output only. The resource name of the long-running operation that can be used to poll for completion of draft promotion. This is only set if the draft promotion is in progress or finished.,ATTRIBUTE,STRING,campaign_draft.long_running_operation,N/A
True,False,True,True,"The name of the campaign draft. This field is required and should not be empty when creating new campaign drafts. It must not contain any null (code point 0x0), NL line feed (code point 0xA) or carriage return (code point 0xD) characters.",ATTRIBUTE,STRING,campaign_draft.name,N/A
True,False,True,False,Immutable. The resource name of the campaign draft. Campaign draft resource names have the form: customers/{customer_id}/campaignDrafts/{base_campaign_id}~{draft_id},ATTRIBUTE,RESOURCE_NAME,campaign_draft.resource_name,N/A
True,False,True,True,Output only. The end date time in yyyy-MM-dd or yyyy-MM-dd HH:mm:ss format.,ATTRIBUTE,DATE,billing_setup.end_date_time,N/A
True,False,True,True,Output only. Bidding strategy shared set id of the simulation.,ATTRIBUTE,INT64,bidding_strategy_simulation.bidding_strategy_id,N/A
True,False,False,False,The Geo Target Constant resource name.,ATTRIBUTE,RESOURCE_NAME,campaign_criterion.listing_scope.dimensions.hotel_city.city_criterion,N/A
True,False,True,True,"Output only. The status of the campaign draft. This field is read-only. When a new campaign draft is added, the status defaults to PROPOSED.",ATTRIBUTE,ENUM,campaign_draft.status,google.ads.googleads.v15.enums.CampaignDraftStatusEnum.CampaignDraftStatus
True,False,True,True,Output only. The end time as a type. The only possible value is FOREVER.,ATTRIBUTE,ENUM,billing_setup.end_time_type,google.ads.googleads.v15.enums.TimeTypeEnum.TimeType
True,False,True,True,Output only. The ID of the billing setup.,ATTRIBUTE,INT64,billing_setup.id,N/A
True,False,True,True,"Immutable. The resource name of the payments account associated with this billing setup. Payments resource names have the form: customers/{customer_id}/paymentsAccounts/{payments_account_id} When setting up billing, this is used to signup with an existing payments account (and then payments_account_info should not be set). When getting a billing setup, this and payments_account_info will be populated.",ATTRIBUTE,RESOURCE_NAME,billing_setup.payments_account,N/A
True,False,True,True,"Output only. Last day on which the simulation is based, in YYYY-MM-DD format",ATTRIBUTE,DATE,bidding_strategy_simulation.end_date,N/A
True,False,True,True,Output only. How the simulation modifies the field.,ATTRIBUTE,ENUM,bidding_strategy_simulation.modification_method,google.ads.googleads.v15.enums.SimulationModificationMethodEnum.SimulationModificationMethod
True,False,True,False,Output only. The resource name of the bidding strategy simulation. Bidding strategy simulation resource names have the form: customers/{customer_id}/biddingStrategySimulations/{bidding_strategy_id}~{type}~{modification_method}~{start_date}~{end_date},ATTRIBUTE,RESOURCE_NAME,bidding_strategy_simulation.resource_name,N/A
True,False,False,False,The Geo Target Constant resource name.,ATTRIBUTE,RESOURCE_NAME,campaign_criterion.listing_scope.dimensions.hotel_country_region.country_region_criterion,N/A
True,False,False,False,The Geo Target Constant resource name.,ATTRIBUTE,RESOURCE_NAME,campaign_criterion.listing_scope.dimensions.hotel_state.state_criterion,N/A
True,False,True,True,"Output only. A 16 digit id used to identify the payments account associated with the billing setup. This must be passed as a string with dashes, for example, ""1234-5678-9012-3456"".",ATTRIBUTE,STRING,billing_setup.payments_account_info.payments_account_id,N/A
True,False,True,True,Immutable. The name of the payments account associated with the billing setup. This enables the user to specify a meaningful name for a payments account to aid in reconciling monthly invoices. This name will be printed in the monthly invoices.,ATTRIBUTE,STRING,billing_setup.payments_account_info.payments_account_name,N/A
True,False,True,True,"Immutable. A 12 digit id used to identify the payments profile associated with the billing setup. This must be passed in as a string with dashes, for example, ""1234-5678-9012"".",ATTRIBUTE,STRING,billing_setup.payments_account_info.payments_profile_id,N/A
True,False,True,True,"Output only. First day on which the simulation is based, in YYYY-MM-DD format.",ATTRIBUTE,DATE,bidding_strategy_simulation.start_date,N/A
False,True,True,False,Projected metrics for a series of target CPA amounts.,ATTRIBUTE,MESSAGE,bidding_strategy_simulation.target_cpa_point_list.points,google.ads.googleads.v15.common.TargetCpaSimulationPoint
False,True,True,False,Projected metrics for a series of target ROAS amounts.,ATTRIBUTE,MESSAGE,bidding_strategy_simulation.target_roas_point_list.points,google.ads.googleads.v15.common.TargetRoasSimulationPoint
True,False,True,True,The criterion resource name.,ATTRIBUTE,STRING,campaign_criterion.local_service_id.service_id,N/A
True,False,True,False,The geo target constant resource name.,ATTRIBUTE,RESOURCE_NAME,campaign_criterion.location.geo_target_constant,N/A
True,False,True,True,Output only. The name of the payments profile associated with the billing setup.,ATTRIBUTE,STRING,billing_setup.payments_account_info.payments_profile_name,N/A
True,False,True,True,"Output only. A secondary payments profile id present in uncommon situations, for example, when a sequential liability agreement has been arranged.",ATTRIBUTE,STRING,billing_setup.payments_account_info.secondary_payments_profile_id,N/A
True,False,True,False,Immutable. The resource name of the billing setup. BillingSetup resource names have the form: customers/{customer_id}/billingSetups/{billing_setup_id},ATTRIBUTE,RESOURCE_NAME,billing_setup.resource_name,N/A
True,False,True,True,Output only. The field that the simulation modifies.,ATTRIBUTE,ENUM,bidding_strategy_simulation.type,google.ads.googleads.v15.enums.SimulationTypeEnum.SimulationType
True,False,True,True,The biddability of the campaign conversion goal.,ATTRIBUTE,BOOLEAN,campaign_conversion_goal.biddable,N/A
False,False,True,False,Immutable. Location Group,ATTRIBUTE,MESSAGE,campaign_criterion.location_group,google.ads.googleads.v15.common.LocationGroupInfo
True,False,True,True,"Denotes that the latest customer level asset set is used for targeting. Used with radius and radius_units. Cannot be used with feed, geo target constants or feed item sets. When using asset sets, either this field or location_group_asset_sets should be specified. Both cannot be used at the same time. This can only be set in CREATE operations.",ATTRIBUTE,BOOLEAN,campaign_criterion.location_group.enable_customer_level_location_asset_set,N/A
True,False,True,True,Immutable. The start date time in yyyy-MM-dd or yyyy-MM-dd HH:mm:ss format. Only a future time is allowed.,ATTRIBUTE,DATE,billing_setup.start_date_time,N/A
True,False,True,True,Output only. The status of the billing setup.,ATTRIBUTE,ENUM,billing_setup.status,google.ads.googleads.v15.enums.BillingSetupStatusEnum.BillingSetupStatus
True,False,True,False,Immutable. The campaign with which this campaign conversion goal is associated.,ATTRIBUTE,RESOURCE_NAME,campaign_conversion_goal.campaign,N/A
True,False,True,True,The conversion category of this campaign conversion goal.,ATTRIBUTE,ENUM,campaign_conversion_goal.category,google.ads.googleads.v15.enums.ConversionActionCategoryEnum.ConversionActionCategory
True,False,True,True,The conversion origin of this campaign conversion goal.,ATTRIBUTE,ENUM,campaign_conversion_goal.origin,google.ads.googleads.v15.enums.ConversionOriginEnum.ConversionOrigin
